Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI35,OUT013,3190.643467582415
NCW42,OUT045,3845.4916739549826
NCX06,OUT049,2843.5697892156873
FDC37,OUT027,2846.400822516556
FDZ14,OUT018,1935.5041133829002
DRG49,OUT049,3594.1398616113747
NCG06,OUT045,4125.174474540683
DRC36,OUT045,2843.5697892156873
FDV21,OUT019,207.13050352504646
FDB53,OUT046,2432.662580732175
DRP47,OUT019,471.30684669117693
FDA14,OUT013,2432.662580732175
DRC24,OUT035,2432.662580732175
FDW21,OUT018,1559.9736407643313
NCH29,OUT046,1559.9736407643313
FDU58,OUT013,3190.643467582415
FDY27,OUT017,2843.5697892156873
FDV56,OUT035,1673.983987286065
FDT59,OUT046,3594.1398616113747
FDB23,OUT046,3594.1398616113747
FDR49,OUT045,790.3307954098356
FDB03,OUT010,471.30684669117693
FDN39,OUT045,2633.8398439024395
FDX02,OUT027,5041.821497446808
FDQ16,OUT027,2846.400822516556
FDU35,OUT018,1559.9736407643313
NCT29,OUT013,2098.8033575757568
FDZ27,OUT046,790.3307954098356
FDN57,OUT017,1935.5041133829002
FDA03,OUT018,2432.662580732175
FDZ36,OUT045,3190.643467582415
NCU05,OUT013,1349.5129043321303
FDT39,OUT018,2432.662580732175
FDK60,OUT017,1559.9736407643313
FDZ25,OUT017,2633.8398439024395
FDG12,OUT046,2098.8033575757568
DRB01,OUT019,471.30684669117693
NCC43,OUT027,5041.821497446808
FDX13,OUT019,471.30684669117693
FDM22,OUT049,1068.5067658349315
FDJ03,OUT027,790.3307954098356
FDU14,OUT018,4125.174474540683
FDB33,OUT010,471.30684669117693
FDP27,OUT046,3011.525299159663
FDO38,OUT010,207.13050352504646
FDE28,OUT027,5041.821497446808
FDO27,OUT035,1559.9736407643313
DRL23,OUT027,2846.400822516556
FDS28,OUT046,1068.5067658349315
FDX24,OUT013,1349.5129043321303
FDZ02,OUT035,1559.9736407643313
FDL46,OUT045,1935.5041133829002
FDS60,OUT027,5041.821497446808
NCO06,OUT017,646.088815789474
FDO16,OUT035,1349.5129043321303
FDC60,OUT049,1349.5129043321303
FDA48,OUT018,3594.1398616113747
FDZ36,OUT027,5041.821497446808
FDK27,OUT045,1935.5041133829002
FDW23,OUT018,646.088815789474
FDM14,OUT018,1673.983987286065
FDM14,OUT013,1673.983987286065
FDW60,OUT018,2843.5697892156873
FDE21,OUT013,2098.8033575757568
NCM42,OUT035,1673.983987286065
FDY59,OUT010,207.13050352504646
DRI49,OUT049,1349.5129043321303
FDT28,OUT019,471.30684669117693
FDQ22,OUT018,646.088815789474
FDR60,OUT049,1349.5129043321303
FDC50,OUT019,207.13050352504646
FDV24,OUT013,2432.662580732175
DRF48,OUT010,471.30684669117693
FDQ47,OUT046,646.088815789474
DRN36,OUT049,1559.9736407643313
NCY06,OUT035,1935.5041133829002
FDE52,OUT035,1349.5129043321303
NCB54,OUT045,1935.5041133829002
NCF31,OUT035,2432.662580732175
FDJ08,OUT027,5041.821497446808
NCC07,OUT017,1673.983987286065
NCD19,OUT027,1068.5067658349315
FDL46,OUT049,2098.8033575757568
FDM20,OUT045,3845.4916739549826
NCI06,OUT010,471.30684669117693
DRM11,OUT035,4125.174474540683
NCH07,OUT018,2633.8398439024395
FDS23,OUT013,2098.8033575757568
FDO49,OUT018,790.3307954098356
FDS35,OUT049,1068.5067658349315
DRK39,OUT045,1349.5129043321303
DRI39,OUT049,1068.5067658349315
FDV04,OUT017,2633.8398439024395
NCN14,OUT035,3190.643467582415
FDH08,OUT013,3594.1398616113747
FDS20,OUT046,3190.643467582415
FDV40,OUT049,1068.5067658349315
FDZ48,OUT010,207.13050352504646
FDS24,OUT027,2846.400822516556
FDK44,OUT049,2843.5697892156873
FDS48,OUT045,2432.662580732175
FDK26,OUT010,471.30684669117693
FDD23,OUT045,3190.643467582415
NCH54,OUT017,2633.8398439024395
NCP14,OUT010,207.13050352504646
FDM60,OUT010,207.13050352504646
FDV24,OUT017,2432.662580732175
FDH08,OUT018,3594.1398616113747
FDS12,OUT027,2846.400822516556
FDR39,OUT027,5041.821497446808
FDP12,OUT027,646.088815789474
DRF60,OUT027,5041.821497446808
FDC09,OUT035,1673.983987286065
FDF50,OUT018,3011.525299159663
FDG28,OUT035,3845.4916739549826
NCE19,OUT017,1068.5067658349315
NCM53,OUT010,207.13050352504646
NCN18,OUT049,1673.983987286065
FDF32,OUT035,3011.525299159663
FDF11,OUT013,3594.1398616113747
DRI59,OUT049,3594.1398616113747
NCG54,OUT035,2633.8398439024395
FDM44,OUT046,1559.9736407643313
FDT57,OUT018,3594.1398616113747
FDV24,OUT046,2432.662580732175
FDI50,OUT019,471.30684669117693
FDS09,OUT035,790.3307954098356
NCC31,OUT027,5041.821497446808
FDQ07,OUT019,471.30684669117693
FDC22,OUT017,3011.525299159663
FDZ56,OUT046,2633.8398439024395
FDZ40,OUT019,207.13050352504646
FDS46,OUT027,2846.400822516556
DRD24,OUT045,1935.5041133829002
FDV45,OUT017,3190.643467582415
FDL26,OUT045,2432.662580732175
FDA56,OUT018,1935.5041133829002
FDN27,OUT046,2098.8033575757568
FDM20,OUT049,3594.1398616113747
FDO16,OUT017,1349.5129043321303
FDL03,OUT035,3011.525299159663
FDE58,OUT046,2098.8033575757568
FDI02,OUT027,2846.400822516556
NCC55,OUT019,207.13050352504646
FDR03,OUT018,3594.1398616113747
FDB14,OUT017,1349.5129043321303
FDR45,OUT013,3594.1398616113747
NCN07,OUT017,1935.5041133829002
FDM51,OUT019,207.13050352504646
FDT52,OUT027,5041.821497446808
FDL26,OUT046,2432.662580732175
NCZ42,OUT046,3594.1398616113747
DRI47,OUT019,471.30684669117693
FDW40,OUT013,2098.8033575757568
FDN34,OUT046,2633.8398439024395
FDS01,OUT035,2843.5697892156873
NCG55,OUT045,1935.5041133829002
FDC11,OUT035,1349.5129043321303
FDX35,OUT018,3594.1398616113747
NCB06,OUT046,2633.8398439024395
FDR09,OUT019,471.30684669117693
FDC53,OUT017,1559.9736407643313
FDY45,OUT013,4125.174474540683
FDA22,OUT010,471.30684669117693
FDE02,OUT035,1559.9736407643313
FDW21,OUT045,1559.9736407643313
FDV34,OUT046,1068.5067658349315
FDS59,OUT049,1673.983987286065
NCW17,OUT017,1935.5041133829002
NCK54,OUT046,2098.8033575757568
FDG17,OUT019,471.30684669117693
FDG35,OUT017,2843.5697892156873
FDD08,OUT010,207.13050352504646
NCO07,OUT017,3845.4916739549826
FDJ10,OUT010,207.13050352504646
FDW36,OUT017,1673.983987286065
FDW21,OUT010,207.13050352504646
FDY19,OUT017,1935.5041133829002
DRE03,OUT013,790.3307954098356
NCC55,OUT049,646.088815789474
FDH52,OUT010,207.13050352504646
FDO09,OUT017,4125.174474540683
FDU43,OUT045,3845.4916739549826
FDX09,OUT010,471.30684669117693
FDH40,OUT019,207.13050352504646
FDW58,OUT017,1673.983987286065
FDC47,OUT017,3845.4916739549826
NCR41,OUT035,1559.9736407643313
DRG49,OUT035,3845.4916739549826
FDC52,OUT027,5041.821497446808
FDY13,OUT046,1068.5067658349315
FDY35,OUT013,790.3307954098356
FDI35,OUT017,3190.643467582415
NCU18,OUT049,2098.8033575757568
FDY33,OUT018,2633.8398439024395
FDC15,OUT027,5041.821497446808
FDU01,OUT049,3190.643467582415
NCU42,OUT046,2633.8398439024395
NCV29,OUT018,2843.5697892156873
NCY30,OUT017,3190.643467582415
FDQ46,OUT049,1673.983987286065
FDG58,OUT027,5041.821497446808
FDK33,OUT017,3845.4916739549826
NCD07,OUT045,1935.5041133829002
NCX29,OUT027,5041.821497446808
NCT42,OUT013,2432.662580732175
DRN59,OUT035,790.3307954098356
FDI44,OUT035,1349.5129043321303
FDA45,OUT049,2843.5697892156873
FDP31,OUT045,1068.5067658349315
FDY01,OUT046,2098.8033575757568
FDT09,OUT018,1935.5041133829002
DRH03,OUT027,2846.400822516556
FDA36,OUT018,3190.643467582415
NCF31,OUT017,2432.662580732175
FDG14,OUT049,2432.662580732175
FDG28,OUT027,5041.821497446808
FDU14,OUT049,4125.174474540683
FDY47,OUT019,207.13050352504646
FDI56,OUT049,1349.5129043321303
DRD01,OUT013,1068.5067658349315
FDM22,OUT046,1068.5067658349315
FDH33,OUT013,646.088815789474
DRZ24,OUT013,2098.8033575757568
NCQ38,OUT046,1673.983987286065
FDO16,OUT027,2846.400822516556
FDU07,OUT027,5041.821497446808
NCB07,OUT013,3011.525299159663
FDU48,OUT045,1935.5041133829002
NCM43,OUT045,2633.8398439024395
FDR31,OUT010,471.30684669117693
DRK49,OUT018,646.088815789474
NCI30,OUT010,471.30684669117693
DRD60,OUT017,3190.643467582415
NCG19,OUT046,3594.1398616113747
FDH12,OUT035,1673.983987286065
FDM32,OUT035,1349.5129043321303
FDM27,OUT035,2432.662580732175
NCU53,OUT027,5041.821497446808
NCQ18,OUT046,1559.9736407643313
FDS10,OUT013,2843.5697892156873
FDB33,OUT027,5041.821497446808
FDI12,OUT013,1349.5129043321303
NCW42,OUT013,3594.1398616113747
NCC06,OUT018,1935.5041133829002
FDW02,OUT017,1935.5041133829002
NCD43,OUT017,1673.983987286065
FDM57,OUT018,1349.5129043321303
FDA58,OUT017,3845.4916739549826
FDK56,OUT046,3190.643467582415
FDP52,OUT045,3845.4916739549826
FDW20,OUT018,1935.5041133829002
FDS52,OUT049,1559.9736407643313
NCT29,OUT018,1935.5041133829002
NCL54,OUT013,2843.5697892156873
FDC05,OUT045,3011.525299159663
FDF34,OUT035,3011.525299159663
FDP03,OUT027,2846.400822516556
FDD32,OUT010,207.13050352504646
FDZ10,OUT045,1935.5041133829002
FDZ40,OUT035,1068.5067658349315
FDD51,OUT018,790.3307954098356
NCY30,OUT019,471.30684669117693
FDP58,OUT017,3845.4916739549826
FDV49,OUT017,4125.174474540683
FDY24,OUT019,207.13050352504646
NCO55,OUT017,1673.983987286065
FDR13,OUT017,1935.5041133829002
FDS51,OUT017,1068.5067658349315
FDP26,OUT045,1673.983987286065
NCB54,OUT027,2846.400822516556
FDF32,OUT017,3011.525299159663
FDN31,OUT018,3190.643467582415
DRM48,OUT017,646.088815789474
FDN20,OUT049,2633.8398439024395
DRL01,OUT046,3594.1398616113747
FDV56,OUT049,1673.983987286065
DRH13,OUT027,2846.400822516556
FDA03,OUT017,2432.662580732175
FDF47,OUT027,5041.821497446808
FDX32,OUT046,2432.662580732175
FDX57,OUT049,1559.9736407643313
NCA30,OUT045,3011.525299159663
FDO49,OUT013,790.3307954098356
FDL04,OUT019,207.13050352504646
DRM48,OUT035,646.088815789474
FDR16,OUT013,3594.1398616113747
NCC19,OUT018,3011.525299159663
NCE42,OUT045,3845.4916739549826
FDY24,OUT017,1068.5067658349315
FDH19,OUT049,2843.5697892156873
FDJ46,OUT013,2843.5697892156873
FDN45,OUT010,471.30684669117693
FDY08,OUT035,1935.5041133829002
FDZ37,OUT035,1349.5129043321303
NCT30,OUT045,790.3307954098356
DRY23,OUT018,646.088815789474
NCZ30,OUT018,1935.5041133829002
FDC44,OUT018,1935.5041133829002
FDB45,OUT035,1673.983987286065
FDY04,OUT013,2633.8398439024395
FDM27,OUT046,2633.8398439024395
FDZ43,OUT017,3845.4916739549826
FDT39,OUT019,471.30684669117693
NCC06,OUT019,207.13050352504646
FDL15,OUT027,5041.821497446808
FDL57,OUT017,4125.174474540683
FDU08,OUT046,1559.9736407643313
FDK40,OUT017,4125.174474540683
FDQ12,OUT010,471.30684669117693
FDS48,OUT017,2432.662580732175
FDP09,OUT045,3845.4916739549826
FDW21,OUT049,1559.9736407643313
FDY25,OUT035,3190.643467582415
DRE13,OUT017,1349.5129043321303
FDV43,OUT019,207.13050352504646
FDD22,OUT045,1673.983987286065
FDM46,OUT019,207.13050352504646
NCO30,OUT010,471.30684669117693
FDM25,OUT046,2843.5697892156873
NCN41,OUT049,2098.8033575757568
FDU24,OUT045,1349.5129043321303
FDZ50,OUT046,3190.643467582415
FDP45,OUT013,4125.174474540683
NCM54,OUT045,1935.5041133829002
FDW10,OUT019,471.30684669117693
FDP20,OUT017,1935.5041133829002
FDK32,OUT046,2432.662580732175
FDN52,OUT049,1349.5129043321303
FDM58,OUT045,1673.983987286065
FDZ46,OUT027,2846.400822516556
NCA18,OUT018,1935.5041133829002
FDD35,OUT046,2098.8033575757568
NCK31,OUT035,790.3307954098356
FDI40,OUT027,2846.400822516556
FDT50,OUT019,207.13050352504646
NCT06,OUT046,2633.8398439024395
FDT31,OUT035,3190.643467582415
FDT45,OUT049,1068.5067658349315
FDT13,OUT045,3190.643467582415
FDO50,OUT045,1349.5129043321303
NCU18,OUT010,207.13050352504646
NCR54,OUT049,3011.525299159663
NCO18,OUT018,2843.5697892156873
FDU09,OUT045,1068.5067658349315
FDT13,OUT018,3190.643467582415
FDE09,OUT046,1673.983987286065
NCK53,OUT019,207.13050352504646
FDG45,OUT049,3594.1398616113747
DRH15,OUT035,790.3307954098356
FDO21,OUT019,471.30684669117693
FDD14,OUT027,5041.821497446808
FDC09,OUT046,1673.983987286065
FDH45,OUT027,646.088815789474
FDV32,OUT046,1068.5067658349315
FDG12,OUT035,1935.5041133829002
FDS32,OUT013,2098.8033575757568
NCL55,OUT018,4125.174474540683
DRE01,OUT035,3845.4916739549826
DRE15,OUT049,1349.5129043321303
NCL42,OUT045,3845.4916739549826
FDP31,OUT013,1068.5067658349315
FDN33,OUT018,1349.5129043321303
FDZ59,OUT046,2633.8398439024395
FDE45,OUT010,471.30684669117693
FDJ07,OUT013,2098.8033575757568
FDQ45,OUT018,3190.643467582415
FDM33,OUT027,5041.821497446808
FDO15,OUT010,207.13050352504646
FDM46,OUT013,1349.5129043321303
FDR03,OUT045,3845.4916739549826
FDY49,OUT018,2633.8398439024395
FDQ60,OUT045,1935.5041133829002
FDW10,OUT049,2843.5697892156873
FDO51,OUT049,790.3307954098356
FDJ40,OUT018,1673.983987286065
FDS20,OUT018,3190.643467582415
FDU45,OUT013,2098.8033575757568
FDV02,OUT035,2633.8398439024395
FDN09,OUT046,3594.1398616113747
NCM55,OUT027,5041.821497446808
FDN23,OUT018,2432.662580732175
FDY31,OUT010,471.30684669117693
FDW03,OUT010,207.13050352504646
FDD14,OUT046,3190.643467582415
FDV23,OUT017,1935.5041133829002
DRI03,OUT045,2843.5697892156873
FDN13,OUT035,1559.9736407643313
FDF45,OUT027,1068.5067658349315
FDU46,OUT035,1349.5129043321303
FDB57,OUT049,3594.1398616113747
FDV12,OUT049,1559.9736407643313
FDQ58,OUT013,2432.662580732175
NCA18,OUT017,1935.5041133829002
FDH52,OUT049,1068.5067658349315
FDM24,OUT018,2432.662580732175
NCP43,OUT027,5041.821497446808
NCO18,OUT019,471.30684669117693
FDM32,OUT017,1349.5129043321303
NCL07,OUT017,646.088815789474
FDK03,OUT013,4125.174474540683
FDP59,OUT017,1673.983987286065
FDQ24,OUT049,4125.174474540683
FDQ16,OUT018,1673.983987286065
FDU44,OUT013,2633.8398439024395
FDH28,OUT010,207.13050352504646
FDV28,OUT019,207.13050352504646
FDM22,OUT045,1068.5067658349315
FDR56,OUT046,3011.525299159663
FDV39,OUT049,3011.525299159663
FDU37,OUT019,207.13050352504646
FDQ11,OUT010,471.30684669117693
FDX02,OUT045,3845.4916739549826
NCS42,OUT018,1349.5129043321303
FDY57,OUT027,2846.400822516556
FDB21,OUT049,3594.1398616113747
FDE28,OUT017,3845.4916739549826
FDQ55,OUT017,1935.5041133829002
FDA48,OUT049,3594.1398616113747
FDZ19,OUT045,2843.5697892156873
NCC43,OUT045,4125.174474540683
NCV18,OUT046,1349.5129043321303
NCA42,OUT018,2633.8398439024395
FDY45,OUT046,4125.174474540683
NCC30,OUT045,2843.5697892156873
FDM57,OUT013,1349.5129043321303
FDL09,OUT010,471.30684669117693
FDB09,OUT027,2846.400822516556
FDT44,OUT035,1935.5041133829002
NCT06,OUT027,5041.821497446808
FDX26,OUT049,3190.643467582415
FDK32,OUT013,2432.662580732175
DRA12,OUT046,2098.8033575757568
FDO46,OUT010,471.30684669117693
FDE52,OUT013,1349.5129043321303
NCH42,OUT045,3845.4916739549826
FDV08,OUT035,646.088815789474
FDB47,OUT018,3594.1398616113747
FDC28,OUT010,207.13050352504646
FDD22,OUT046,2098.8033575757568
FDS07,OUT027,2846.400822516556
DRI13,OUT045,3845.4916739549826
FDG32,OUT018,3594.1398616113747
FDU14,OUT017,4125.174474540683
FDD28,OUT019,207.13050352504646
NCP41,OUT017,1673.983987286065
FDS08,OUT049,2843.5697892156873
FDX47,OUT045,2633.8398439024395
FDC53,OUT019,207.13050352504646
FDQ19,OUT035,3845.4916739549826
FDL14,OUT045,2432.662580732175
FDM33,OUT019,471.30684669117693
FDA51,OUT045,1935.5041133829002
FDZ27,OUT018,790.3307954098356
FDT04,OUT046,646.088815789474
DRC13,OUT049,2098.8033575757568
FDR16,OUT027,5041.821497446808
FDQ03,OUT027,5041.821497446808
FDE38,OUT035,2633.8398439024395
DRH23,OUT027,1068.5067658349315
FDT11,OUT019,471.30684669117693
FDD09,OUT035,2843.5697892156873
FDR40,OUT045,1349.5129043321303
FDX07,OUT017,3190.643467582415
FDR07,OUT035,1559.9736407643313
FDA51,OUT017,1935.5041133829002
FDT59,OUT019,471.30684669117693
FDF20,OUT017,3011.525299159663
FDR13,OUT045,1935.5041133829002
FDY26,OUT049,3594.1398616113747
FDW04,OUT017,1935.5041133829002
FDK52,OUT017,3845.4916739549826
FDN60,OUT049,2633.8398439024395
FDM09,OUT019,471.30684669117693
FDP46,OUT049,1349.5129043321303
FDB50,OUT019,207.13050352504646
NCQ29,OUT049,4125.174474540683
FDP16,OUT027,5041.821497446808
FDX33,OUT018,2633.8398439024395
FDP07,OUT010,471.30684669117693
FDN22,OUT046,4125.174474540683
FDF39,OUT049,4125.174474540683
FDS21,OUT017,1068.5067658349315
NCM42,OUT013,1673.983987286065
FDK50,OUT019,471.30684669117693
DRF13,OUT027,5041.821497446808
FDH35,OUT018,2633.8398439024395
FDP60,OUT018,1559.9736407643313
DRJ49,OUT027,2846.400822516556
NCT42,OUT019,471.30684669117693
FDE38,OUT049,2633.8398439024395
FDI04,OUT049,3011.525299159663
NCH54,OUT045,2633.8398439024395
FDT56,OUT049,1068.5067658349315
DRD15,OUT018,3594.1398616113747
FDV58,OUT013,3011.525299159663
FDP21,OUT049,3190.643467582415
FDH05,OUT013,3594.1398616113747
FDR10,OUT027,5041.821497446808
NCP06,OUT045,2432.662580732175
FDF33,OUT049,1673.983987286065
DRK37,OUT013,3190.643467582415
DRH49,OUT045,1349.5129043321303
FDT58,OUT013,2633.8398439024395
FDD41,OUT018,1673.983987286065
FDP40,OUT018,1673.983987286065
FDM51,OUT027,2846.400822516556
FDO45,OUT010,207.13050352504646
FDW33,OUT010,207.13050352504646
FDY24,OUT045,1068.5067658349315
FDB10,OUT010,471.30684669117693
FDM40,OUT035,1935.5041133829002
NCI06,OUT017,3190.643467582415
FDW12,OUT019,471.30684669117693
FDX48,OUT027,5041.821497446808
NCW05,OUT027,2846.400822516556
FDX27,OUT017,1559.9736407643313
DRM37,OUT045,3011.525299159663
FDA38,OUT045,3845.4916739549826
FDR36,OUT046,646.088815789474
FDZ45,OUT046,3011.525299159663
FDG05,OUT017,2633.8398439024395
FDK28,OUT013,4125.174474540683
FDV47,OUT045,1349.5129043321303
FDN21,OUT045,2633.8398439024395
FDP20,OUT027,2846.400822516556
FDI35,OUT045,3190.643467582415
DRY23,OUT013,646.088815789474
FDA56,OUT017,1935.5041133829002
FDB09,OUT013,2098.8033575757568
NCO26,OUT027,2846.400822516556
FDQ49,OUT018,2432.662580732175
FDI52,OUT027,2846.400822516556
FDZ44,OUT027,2846.400822516556
FDZ09,OUT018,2633.8398439024395
FDY03,OUT049,2098.8033575757568
NCG42,OUT017,1935.5041133829002
DRI13,OUT027,5041.821497446808
FDQ32,OUT013,2098.8033575757568
FDW16,OUT035,1349.5129043321303
FDU27,OUT046,790.3307954098356
FDR28,OUT010,471.30684669117693
FDQ49,OUT010,471.30684669117693
FDS37,OUT046,2098.8033575757568
FDW26,OUT018,3594.1398616113747
FDX12,OUT018,3594.1398616113747
NCP06,OUT013,2432.662580732175
FDW45,OUT010,471.30684669117693
NCN30,OUT049,1559.9736407643313
FDN24,OUT049,1068.5067658349315
NCL41,OUT027,646.088815789474
FDR02,OUT019,207.13050352504646
FDD09,OUT010,471.30684669117693
FDS33,OUT010,207.13050352504646
FDU22,OUT045,1935.5041133829002
FDI53,OUT013,2633.8398439024395
DRH01,OUT049,2843.5697892156873
FDX32,OUT013,2098.8033575757568
NCP30,OUT018,646.088815789474
FDB60,OUT045,3011.525299159663
FDB14,OUT049,1349.5129043321303
NCP02,OUT035,1068.5067658349315
FDJ10,OUT017,1935.5041133829002
FDG34,OUT046,1673.983987286065
NCB18,OUT017,1349.5129043321303
FDM16,OUT049,1068.5067658349315
FDW25,OUT018,1349.5129043321303
FDB35,OUT010,207.13050352504646
DRN11,OUT013,2098.8033575757568
FDF41,OUT019,471.30684669117693
FDH16,OUT045,1349.5129043321303
NCQ50,OUT018,3594.1398616113747
DRH23,OUT018,1068.5067658349315
DRJ37,OUT013,2432.662580732175
DRJ24,OUT027,5041.821497446808
FDY16,OUT035,3190.643467582415
FDQ27,OUT045,1673.983987286065
FDZ33,OUT045,2432.662580732175
FDF29,OUT045,1935.5041133829002
FDA08,OUT049,2633.8398439024395
FDG31,OUT046,1068.5067658349315
FDE34,OUT019,471.30684669117693
NCR30,OUT027,1068.5067658349315
FDV33,OUT035,4125.174474540683
DRZ24,OUT018,1935.5041133829002
NCL54,OUT035,2843.5697892156873
FDR12,OUT049,2843.5697892156873
NCC54,OUT046,3594.1398616113747
DRN59,OUT013,790.3307954098356
FDX50,OUT019,207.13050352504646
FDV31,OUT027,5041.821497446808
NCA29,OUT027,5041.821497446808
FDW60,OUT049,2843.5697892156873
FDX08,OUT017,3190.643467582415
DRD49,OUT013,3594.1398616113747
FDD33,OUT046,3594.1398616113747
FDW35,OUT013,646.088815789474
FDJ36,OUT017,1673.983987286065
FDV51,OUT035,2633.8398439024395
FDW36,OUT046,1673.983987286065
FDH35,OUT046,2633.8398439024395
NCS30,OUT027,2846.400822516556
FDN49,OUT017,646.088815789474
FDL08,OUT018,3594.1398616113747
FDI09,OUT013,3594.1398616113747
FDP19,OUT018,1935.5041133829002
FDU21,OUT010,207.13050352504646
NCP41,OUT045,1673.983987286065
FDY10,OUT013,2098.8033575757568
FDP12,OUT018,646.088815789474
NCN26,OUT049,2098.8033575757568
FDK44,OUT013,2843.5697892156873
FDC28,OUT049,1673.983987286065
FDJ41,OUT027,5041.821497446808
NCT29,OUT035,1935.5041133829002
NCH42,OUT019,471.30684669117693
FDU60,OUT018,2633.8398439024395
FDS02,OUT045,3011.525299159663
FDC51,OUT046,2098.8033575757568
FDU03,OUT013,3190.643467582415
FDX39,OUT045,3845.4916739549826
NCY05,OUT010,207.13050352504646
NCL06,OUT027,5041.821497446808
FDD32,OUT035,1349.5129043321303
NCN41,OUT045,1935.5041133829002
NCX53,OUT049,2098.8033575757568
FDU57,OUT019,471.30684669117693
FDQ23,OUT046,1673.983987286065
FDQ52,OUT045,4125.174474540683
FDC14,OUT045,646.088815789474
FDY09,OUT035,2843.5697892156873
FDQ28,OUT045,2432.662580732175
FDV25,OUT046,3594.1398616113747
FDJ07,OUT035,1935.5041133829002
DRB25,OUT049,1673.983987286065
FDK52,OUT019,471.30684669117693
FDY52,OUT027,1068.5067658349315
FDB28,OUT046,3011.525299159663
FDT36,OUT035,646.088815789474
FDV25,OUT017,3845.4916739549826
NCN07,OUT027,2846.400822516556
FDC57,OUT017,3011.525299159663
FDQ03,OUT018,3594.1398616113747
FDU23,OUT017,2633.8398439024395
NCX41,OUT035,3845.4916739549826
NCD06,OUT035,790.3307954098356
FDW08,OUT045,1673.983987286065
NCU29,OUT017,2432.662580732175
NCE06,OUT013,2633.8398439024395
FDV52,OUT010,207.13050352504646
FDB02,OUT017,2843.5697892156873
NCR18,OUT045,646.088815789474
FDK16,OUT049,1559.9736407643313
NCQ29,OUT010,471.30684669117693
FDZ01,OUT019,207.13050352504646
FDW27,OUT035,2633.8398439024395
FDD17,OUT018,3594.1398616113747
FDW39,OUT013,2843.5697892156873
DRH59,OUT045,1068.5067658349315
FDS52,OUT013,1559.9736407643313
FDU40,OUT027,5041.821497446808
NCF54,OUT013,2843.5697892156873
FDH46,OUT045,1673.983987286065
NCP14,OUT049,1673.983987286065
FDH50,OUT049,3190.643467582415
DRF15,OUT010,471.30684669117693
FDV27,OUT027,2846.400822516556
NCJ06,OUT049,2098.8033575757568
FDN02,OUT018,3594.1398616113747
FDQ51,OUT049,790.3307954098356
FDQ07,OUT017,3845.4916739549826
FDS45,OUT049,1673.983987286065
NCJ06,OUT045,1935.5041133829002
FDD36,OUT035,1935.5041133829002
FDY25,OUT045,3190.643467582415
FDU52,OUT046,2432.662580732175
DRK47,OUT017,3845.4916739549826
NCL30,OUT017,1935.5041133829002
FDN22,OUT035,4125.174474540683
NCF30,OUT027,2846.400822516556
FDK03,OUT035,4125.174474540683
FDT45,OUT017,1068.5067658349315
NCC54,OUT027,5041.821497446808
FDP08,OUT018,3011.525299159663
