Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI02,OUT027,3287.5883911104193
NCC55,OUT019,-1265.2135199847678
FDR03,OUT018,3038.6262407182876
FDB14,OUT017,1637.9703441877864
FDR45,OUT013,3846.519978033779
NCN07,OUT017,2165.003281893216
FDM51,OUT019,-195.29546465257346
FDT52,OUT027,5365.908691188639
FDL26,OUT046,2458.6694765714747
NCZ42,OUT046,3760.1175528711547
DRI47,OUT019,422.9591424080761
FDW40,OUT013,2320.4316193758423
FDN34,OUT046,2739.5509144722396
FDS01,OUT035,2989.2295742718065
NCG55,OUT045,1777.5025446850086
FDC11,OUT035,1548.0362971391373
FDX35,OUT018,3343.6818081235037
NCB06,OUT046,2523.4131924036983
FDR09,OUT019,2195.7071321609646
FDC53,OUT017,1683.618902904931
FDY45,OUT013,4070.6949531113487
FDA22,OUT010,755.4042713772096
FDE02,OUT035,1674.5147936167027
FDW21,OUT045,1614.9448048635563
FDV34,OUT046,1258.2246636633354
FDS59,OUT049,1901.8137581308197
NCW17,OUT017,2135.0117655196314
NCK54,OUT046,1862.9916056598518
FDG17,OUT019,2009.4874796292243
FDG35,OUT017,2910.421222800768
FDD08,OUT010,-1259.5434287421344
NCO07,OUT017,3432.026931631358
FDJ10,OUT010,372.846495036717
FDW36,OUT017,1784.1187144756318
FDW21,OUT010,-223.51296927750775
FDY19,OUT017,2005.1447058055828
DRE03,OUT013,815.9926183473926
NCC55,OUT049,723.7086125211288
FDH52,OUT010,-820.069802973943
FDO09,OUT017,4309.769080173658
FDU43,OUT045,3760.3072901183596
FDX09,OUT010,863.7508225466486
FDH40,OUT019,-512.8931836189236
FDW58,OUT017,1801.1289746366374
FDC47,OUT017,3687.385249866672
NCR41,OUT035,1655.149668168102
DRG49,OUT035,3994.8452017451464
FDC52,OUT027,3933.161080043361
FDY13,OUT046,1227.5536844664782
FDY35,OUT013,828.4817148634318
FDI35,OUT017,2996.2090378223593
NCU18,OUT049,2331.808831719534
FDY33,OUT018,2284.25778838844
FDC15,OUT027,3937.2420686485093
FDU01,OUT049,3112.373486346572
NCU42,OUT046,2679.137679760651
NCV29,OUT018,2528.190816408216
NCY30,OUT017,2989.1559901184687
FDQ46,OUT049,1893.79950830988
FDG58,OUT027,3940.173762535622
FDK33,OUT017,3492.6239433702026
NCD07,OUT045,1765.0912826400045
NCX29,OUT027,3723.864324431447
NCT42,OUT013,2379.0371696092534
DRN59,OUT035,902.5885630878274
FDI44,OUT035,1426.4363328519967
FDA45,OUT049,2910.912419898704
FDP31,OUT045,1035.5470597610376
FDY01,OUT046,1871.0243759427422
FDT09,OUT018,1902.7849220319044
DRH03,OUT027,2975.467899769796
FDA36,OUT018,2700.2573003891052
NCF31,OUT017,2524.5882536807667
FDG14,OUT049,2555.892168455731
FDG28,OUT027,5374.840959907917
FDU14,OUT049,4055.745348764135
FDY47,OUT019,242.93394228512966
FDI56,OUT049,1557.860112438804
DRD01,OUT013,995.699246798966
FDM22,OUT046,959.8487735827355
FDH33,OUT013,736.162784614226
DRZ24,OUT013,1913.7086554990278
NCQ38,OUT046,1680.0562201749021
FDO16,OUT027,2828.346662891788
FDU07,OUT027,3833.3028324543266
NCB07,OUT013,3086.2229669787766
FDU48,OUT045,2049.6675253538574
NCM43,OUT045,2542.407202115672
FDR31,OUT010,434.73329477958123
DRK49,OUT018,413.0917371991493
NCI30,OUT010,1922.4511373946293
DRD60,OUT017,2971.524945816111
NCG19,OUT046,3675.59808763451
FDH12,OUT035,1833.9667214338929
FDM32,OUT035,1640.3308892189616
FDM27,OUT035,2654.313796468281
NCU53,OUT027,4066.4321814463674
NCQ18,OUT046,1559.757415849357
FDS10,OUT013,2884.1457821764593
FDB33,OUT027,3970.4482073198724
FDI12,OUT013,1461.2240654290426
NCW42,OUT013,3509.2583375640943
NCC06,OUT018,1764.6574866745768
FDW02,OUT017,2169.0648070388497
NCD43,OUT017,1768.4314086560748
FDM57,OUT018,1113.8143100597717
FDA58,OUT017,3840.2550355551566
FDK56,OUT046,2926.9207196666375
FDP52,OUT045,3631.288727306665
FDW20,OUT018,1720.8988342763737
FDS52,OUT049,1732.0865932148768
NCT29,OUT018,1619.8062872985447
NCL54,OUT013,2806.4631230848618
FDC05,OUT045,3110.8987643938026
FDF34,OUT035,3318.501854213351
FDP03,OUT027,3488.8546731204124
FDD32,OUT010,-513.8552780922965
FDZ10,OUT045,1979.6324271688677
FDZ40,OUT035,1051.7944663408953
FDD51,OUT018,452.62453172051505
NCY30,OUT019,937.9641670647591
FDP58,OUT017,3538.827206144124
FDV49,OUT017,4283.717130815503
FDY24,OUT019,-1010.9724007422103
NCO55,OUT017,1797.4164589307989
FDR13,OUT017,2027.6414243316453
FDS51,OUT017,1135.4893667630372
FDP26,OUT045,1605.2409345763306
NCB54,OUT027,3496.095029956974
FDF32,OUT017,3229.710347444571
FDN31,OUT018,2724.1758511969915
DRM48,OUT017,698.4661365903294
FDN20,OUT049,2795.6338401278726
DRL01,OUT046,3709.851457774288
FDV56,OUT049,1878.816215331292
DRH13,OUT027,3178.9854239498395
FDA03,OUT017,2474.6790935251006
FDF47,OUT027,4986.442854701075
FDX32,OUT046,2372.9652303727703
FDX57,OUT049,1704.3513892441902
NCA30,OUT045,2915.0534326631996
FDO49,OUT013,906.5563969789607
FDL04,OUT019,-224.05399070846607
DRM48,OUT035,758.0501041040495
FDR16,OUT013,3426.9483533988737
NCC19,OUT018,2745.7311182975923
NCE42,OUT045,3639.129638454407
FDY24,OUT017,1044.9309998186307
FDH19,OUT049,2894.118493648632
FDJ46,OUT013,2792.8747927847085
FDN45,OUT010,1616.0934131818062
FDY08,OUT035,2400.9567082008534
FDZ37,OUT035,1603.2197114892213
NCT30,OUT045,697.6324065240019
DRY23,OUT018,451.3672460527753
NCZ30,OUT018,1656.9234802886017
FDC44,OUT018,1523.6888235002293
FDB45,OUT035,1841.5870987261906
FDY04,OUT013,2676.7356602834225
FDM27,OUT046,2554.420339219385
FDZ43,OUT017,3959.7975933515418
FDT39,OUT019,564.5922284731384
NCC06,OUT019,115.23375455538758
FDL15,OUT027,3903.6081551210827
FDL57,OUT017,4210.938144437532
FDU08,OUT046,1603.590862291934
FDK40,OUT017,4280.922225545291
FDQ12,OUT010,1715.4914932037573
FDS48,OUT017,2523.2555024032295
FDP09,OUT045,3298.128307458935
FDW21,OUT049,1752.3512599913802
FDY25,OUT035,3028.21328820365
DRE13,OUT017,1485.6433655816122
FDV43,OUT019,-1182.4523647751118
FDD22,OUT045,1723.0950773796108
FDM46,OUT019,-435.92089668142154
NCO30,OUT010,1007.9368801518699
FDM25,OUT046,2805.8314258087885
NCN41,OUT049,2043.6512931503298
FDU24,OUT045,1469.1456564126681
FDZ50,OUT046,2957.317331113357
FDP45,OUT013,4052.02706857503
NCM54,OUT045,1929.7763780259352
FDW10,OUT019,883.0419127019152
FDP20,OUT017,2157.5247627116187
FDK32,OUT046,2455.2699658167703
FDN52,OUT049,1549.4616873653392
FDM58,OUT045,1762.7008944707059
FDZ46,OUT027,3233.7237653711736
NCA18,OUT018,1579.61362863361
FDD35,OUT046,1963.8815496021707
NCK31,OUT035,953.9992722982402
FDI40,OUT027,3103.4120790519987
FDT50,OUT019,-296.10849836238464
NCT06,OUT046,2601.060023966036
FDT31,OUT035,3138.5628944613522
FDT45,OUT049,985.2205726024808
FDT13,OUT045,2912.9331991674485
FDO50,OUT045,1404.6567304281718
NCU18,OUT010,307.32179831583153
NCR54,OUT049,3159.1112765543485
NCO18,OUT018,2537.157646787422
FDU09,OUT045,909.1350376268335
FDT13,OUT018,2710.5242110183276
FDE09,OUT046,1815.0763963543918
NCK53,OUT019,-287.5352714967194
FDG45,OUT049,3468.9487348579314
DRH15,OUT035,879.2628015737698
FDO21,OUT019,1704.9918521483273
FDD14,OUT027,4354.319195817567
FDC09,OUT046,1708.2393704891874
FDH45,OUT027,2217.0729627052174
FDV32,OUT046,1066.9167293372836
FDG12,OUT035,2111.4689932074116
FDS32,OUT013,2321.125419163904
NCL55,OUT018,3663.0835089822176
DRE01,OUT035,3954.9175945210727
DRE15,OUT049,1349.2641649725856
NCL42,OUT045,3811.8838628311714
FDP31,OUT013,1108.16695426377
FDN33,OUT018,1267.7203349638594
FDZ59,OUT046,2657.7102453716825
FDE45,OUT010,923.4813349646538
FDJ07,OUT013,1943.914450403278
FDQ45,OUT018,2706.146245446303
FDM33,OUT027,4915.43584090232
FDO15,OUT010,-619.3098279375027
FDM46,OUT013,1509.852387944776
FDR03,OUT045,3245.6975531832436
FDY49,OUT018,2425.3797125774363
FDQ60,OUT045,1872.369908290742
FDW10,OUT049,2897.2838864423697
FDO51,OUT049,898.053832800399
FDJ40,OUT018,1520.8272705585264
FDS20,OUT018,2620.5167595938033
FDU45,OUT013,1888.4549817596867
FDV02,OUT035,2840.80766394652
FDN09,OUT046,3835.463806677869
NCM55,OUT027,4386.451962968404
FDN23,OUT018,2072.8532350849755
FDY31,OUT010,406.4389339609829
FDW03,OUT010,-145.69179680384207
FDD14,OUT046,2891.151482379288
FDV23,OUT017,2110.2449726129294
DRI03,OUT045,2718.028311108612
FDN13,OUT035,1731.207040508098
FDF45,OUT027,2493.8674142265754
FDU46,OUT035,1618.0818542651728
FDB57,OUT049,3668.472066770103
FDV12,OUT049,1749.5972068835745
FDQ58,OUT013,2452.6858686482315
NCA18,OUT017,1941.0925357747806
FDH52,OUT049,1157.1985763985658
FDM24,OUT018,2157.4585891327683
NCP43,OUT027,4308.237650113874
NCO18,OUT019,889.6627696524918
FDM32,OUT017,1591.7512190444697
NCL07,OUT017,733.1371092006536
FDK03,OUT013,4070.1428486683917
FDP59,OUT017,1798.0923918702752
FDQ24,OUT049,4055.556305073028
FDQ16,OUT018,1493.385740435535
FDU44,OUT013,2633.3210214606834
FDH28,OUT010,-1232.0596180343978
FDV28,OUT019,-1281.5486687987204
FDM22,OUT045,876.6989227471131
FDR56,OUT046,3144.2992363250887
FDV39,OUT049,3231.921053027911
FDU37,OUT019,-563.4505752800426
FDQ11,OUT010,2181.78114586775
FDX02,OUT045,3471.2094943836587
NCS42,OUT018,1195.0754372385597
FDY57,OUT027,3013.3169898444094
FDB21,OUT049,3902.2359034688016
FDE28,OUT017,3766.432171960003
FDQ55,OUT017,1978.722764503791
FDA48,OUT049,3609.7102690396664
FDZ19,OUT045,2698.397046893769
NCC43,OUT045,3884.331332284538
NCV18,OUT046,1297.741857391678
NCA42,OUT018,2237.4265365110527
FDY45,OUT046,4055.985621198539
NCC30,OUT045,2754.0212542772424
FDM57,OUT013,1458.8153000456075
FDL09,OUT010,754.6842459592326
FDB09,OUT027,3453.8589508428836
FDT44,OUT035,2045.1762632479922
NCT06,OUT027,4043.8697917405316
FDX26,OUT049,3004.5532948272094
FDK32,OUT013,2517.3904936261333
DRA12,OUT046,2272.1662867793507
FDO46,OUT010,1123.611836360159
FDE52,OUT013,1488.2350454232328
NCH42,OUT045,3550.9699117361083
FDV08,OUT035,866.2705123628191
FDB47,OUT018,3059.0131823381817
FDC28,OUT010,-136.09618833346428
FDD22,OUT046,1822.21354095701
FDS07,OUT027,3296.1723873378337
DRI13,OUT045,3360.3216982318863
FDG32,OUT018,3228.299139087002
FDU14,OUT017,4063.4061414504586
FDD28,OUT019,-923.549734763601
NCP41,OUT017,1850.3888216594519
FDS08,OUT049,2881.982129380271
FDX47,OUT045,2490.7055084160015
FDC53,OUT019,-259.06516250457076
FDQ19,OUT035,4008.1675641419724
FDL14,OUT045,2450.32005586445
FDM33,OUT019,1589.6667906927457
FDA51,OUT045,1774.0798196788842
FDZ27,OUT018,550.2762188367733
FDT04,OUT046,693.4131632371343
DRC13,OUT049,2130.8230243435733
FDR16,OUT027,4883.9179671924885
FDQ03,OUT027,5224.309488184669
FDE38,OUT035,2818.7518924842675
DRH23,OUT027,2359.7483965366623
FDT11,OUT019,1133.1231838488636
FDD09,OUT035,3009.1309859136427
FDR40,OUT045,1321.019047711117
FDX07,OUT017,3068.8588205813953
FDR07,OUT035,1710.9697034154883
FDA51,OUT017,1961.0487481059263
FDT59,OUT019,1757.9019081085812
FDF20,OUT017,3205.023511167157
FDR13,OUT045,1828.1225406582544
FDY26,OUT049,3476.9259593498928
FDW04,OUT017,2226.409048908866
FDK52,OUT017,3690.3295343437076
FDN60,OUT049,2595.8677105459506
FDM09,OUT019,849.486475233972
FDP46,OUT049,1522.6359289810187
FDB50,OUT019,-643.6555386991975
NCQ29,OUT049,4147.252192487674
FDP16,OUT027,5333.360022537594
FDX33,OUT018,2320.746586425509
FDP07,OUT010,1187.0848832055585
FDN22,OUT046,3993.354155796539
FDF39,OUT049,4279.930636462163
FDS21,OUT017,1159.4809683954024
NCM42,OUT013,1738.2315422403422
FDK50,OUT019,714.3897598073952
DRF13,OUT027,3787.8155816294493
FDH35,OUT018,2334.998668577139
FDP60,OUT018,1333.3510276311858
DRJ49,OUT027,3530.085372643681
NCT42,OUT019,451.88992530613564
FDE38,OUT049,2770.267766224462
FDI04,OUT049,3287.560767413141
NCH54,OUT045,2418.5300686926175
FDT56,OUT049,1105.0737230681093
DRD15,OUT018,3383.5352169494213
FDV58,OUT013,3095.53267078611
FDP21,OUT049,3117.8231794217395
FDH05,OUT013,3748.6271760290883
FDR10,OUT027,4035.6413983024886
NCP06,OUT045,2294.290251634291
FDF33,OUT049,1822.8627751152258
DRK37,OUT013,3011.318797635893
DRH49,OUT045,1295.6974747679992
FDT58,OUT013,2691.8952558052188
FDD41,OUT018,1443.2314090217433
FDP40,OUT018,1548.2692699047852
FDM51,OUT027,3142.254357019327
FDO45,OUT010,-463.7383221907845
FDW33,OUT010,-214.0668307369798
FDY24,OUT045,862.7350126393662
FDB10,OUT010,1835.6224454151711
FDM40,OUT035,2388.616158479099
NCI06,OUT017,2952.7212424841996
FDW12,OUT019,443.11375524220944
FDX48,OUT027,3967.3249714438107
NCW05,OUT027,3131.0073110170474
FDX27,OUT017,1674.9050986527063
DRM37,OUT045,3053.521658351902
FDA38,OUT045,3758.016838625578
FDR36,OUT046,712.5612316007803
FDZ45,OUT046,3152.3490099617666
FDG05,OUT017,2665.3625531998387
FDK28,OUT013,4113.032978283069
FDV47,OUT045,1328.5520324589504
FDN21,OUT045,2486.751895443505
FDP20,OUT027,3493.708849859607
FDI35,OUT045,2824.699706904133
DRY23,OUT013,780.8477136143556
FDA56,OUT017,2085.019833273817
FDB09,OUT013,2009.374571855437
NCO26,OUT027,3305.492959224056
FDQ49,OUT018,2266.2696573387716
FDI52,OUT027,3406.5337000727372
FDZ44,OUT027,3343.7785384307826
FDZ09,OUT018,2332.1490847777172
FDY03,OUT049,1956.5990170312243
NCG42,OUT017,2161.9317164177137
DRI13,OUT027,4895.974230960759
FDQ32,OUT013,2091.24670139939
FDW16,OUT035,1666.556705635031
FDU27,OUT046,810.8426352933993
FDR28,OUT010,729.5792564788071
FDQ49,OUT010,652.4422038186772
FDS37,OUT046,1873.9210629260315
FDW26,OUT018,3245.7699484475665
FDX12,OUT018,3584.385511049576
NCP06,OUT013,2413.501602364361
FDW45,OUT010,409.8226007323501
NCN30,OUT049,1610.4745143413231
FDN24,OUT049,973.194979611234
NCL41,OUT027,1998.1944109247352
FDR02,OUT019,-123.11261037343121
FDD09,OUT010,970.6661428797102
FDS33,OUT010,-470.79761009673746
FDU22,OUT045,1846.7310477019942
FDI53,OUT013,2645.386790194487
DRH01,OUT049,2868.6053544450947
FDX32,OUT013,2349.539912298415
NCP30,OUT018,381.3167339244235
FDB60,OUT045,3047.4742583530337
FDB14,OUT049,1644.3691287913084
NCP02,OUT035,1083.7506714584458
FDJ10,OUT017,2375.0678324768546
FDG34,OUT046,1827.2574422804719
NCB18,OUT017,1507.3580207606376
FDM16,OUT049,1360.7005349013994
FDW25,OUT018,1097.901937864759
FDB35,OUT010,-397.1664098398388
DRN11,OUT013,2282.1281515931673
FDF41,OUT019,1994.3473010112766
FDH16,OUT045,1366.5419216852938
NCQ50,OUT018,3067.9974892264718
DRH23,OUT018,633.8441681359714
DRJ37,OUT013,2438.6469453138925
DRJ24,OUT027,4358.754109111662
FDY16,OUT035,3093.751540975908
FDQ27,OUT045,1674.600602315124
FDZ33,OUT045,2294.7040843183104
FDF29,OUT045,2086.474325418457
FDA08,OUT049,2740.3630602045837
FDG31,OUT046,1079.5623571688536
FDE34,OUT019,1011.8292753619578
NCR30,OUT027,2629.0613228690977
FDV33,OUT035,4269.545535215173
DRZ24,OUT018,1636.8529358573683
NCL54,OUT035,2871.582190851094
FDR12,OUT049,2895.610654887932
NCC54,OUT046,3788.3209945643557
DRN59,OUT013,790.9358126028396
FDX50,OUT019,-129.78136544868477
FDV31,OUT027,4277.521417679545
NCA29,OUT027,4178.835090872197
FDW60,OUT049,2960.2051655959917
FDX08,OUT017,3010.610479826825
DRD49,OUT013,3731.077637683221
FDD33,OUT046,3648.3478982827573
FDW35,OUT013,759.8309061494565
FDJ36,OUT017,1792.9292997629368
FDV51,OUT035,2799.7184935375926
FDW36,OUT046,1717.9436263460398
FDH35,OUT046,2631.8606332646114
NCS30,OUT027,3513.829720788695
FDN49,OUT017,787.4212821323924
FDL08,OUT018,3613.647048729392
FDI09,OUT013,3853.9063468452005
FDP19,OUT018,1774.0750113313343
FDU21,OUT010,-1307.2199248909828
NCP41,OUT045,1649.3046769321986
FDY10,OUT013,1846.4926534358592
FDP12,OUT018,393.86566096688534
NCN26,OUT049,1942.9396449273704
FDK44,OUT013,2793.0280473198336
FDC28,OUT049,1857.157195002103
FDJ41,OUT027,5614.782391991905
NCT29,OUT035,2098.360512472599
NCH42,OUT019,1692.9357859361708
FDU60,OUT018,2425.9400236934284
FDS02,OUT045,3021.4592163653556
FDC51,OUT046,2028.1291321532149
FDU03,OUT013,2968.1525342923237
FDX39,OUT045,3331.1678890949493
NCY05,OUT010,-1312.6885268389105
NCL06,OUT027,5524.998954267656
FDD32,OUT035,1495.8818610977385
NCN41,OUT045,1876.6848199096207
NCX53,OUT049,2341.6840747710007
FDU57,OUT019,521.2896654220337
FDQ23,OUT046,1687.0214721686748
FDQ52,OUT045,3854.567063604489
FDC14,OUT045,663.4603075181035
FDY09,OUT035,2963.3832620893595
FDQ28,OUT045,2468.7499695651873
FDV25,OUT046,3502.667450286825
FDJ07,OUT035,2023.0428196346274
DRB25,OUT049,1790.7157814032466
FDK52,OUT019,1658.6400016459274
FDY52,OUT027,2505.350549309852
FDB28,OUT046,3131.527855872136
FDT36,OUT035,755.9762030719612
FDV25,OUT017,3623.300231487876
NCN07,OUT027,3518.271999733043
FDC57,OUT017,3214.2953638480294
FDQ03,OUT018,3504.8036163656807
FDU23,OUT017,2772.581922342609
NCX41,OUT035,3494.1198807003393
NCD06,OUT035,895.621671299516
FDW08,OUT045,1634.4882970675062
NCU29,OUT017,2400.720802248741
NCE06,OUT013,2561.570682745324
FDV52,OUT010,-2.612992696250217
FDB02,OUT017,2960.679196414133
NCR18,OUT045,641.1852069857318
FDK16,OUT049,1616.030124761167
NCQ29,OUT010,2123.579115506847
FDZ01,OUT019,-169.86156563562355
FDW27,OUT035,2670.4097844609687
FDD17,OUT018,3490.8975279920714
FDW39,OUT013,2886.4374141071244
DRH59,OUT045,1107.2240946987781
FDS52,OUT013,1685.8710718272891
FDU40,OUT027,4553.968295929364
NCF54,OUT013,2768.0247335458394
FDH46,OUT045,1638.465323161951
NCP14,OUT049,1731.7314208127063
FDH50,OUT049,3064.259397144705
DRF15,OUT010,524.6417387515771
FDV27,OUT027,2918.059326539237
NCJ06,OUT049,2005.54760191986
FDN02,OUT018,2977.7761064500023
FDQ51,OUT049,924.6078905147888
FDQ07,OUT017,3665.4685912300783
FDS45,OUT049,1842.601963360587
NCJ06,OUT045,1855.6938894969508
FDD36,OUT035,2037.1907313922484
FDY25,OUT045,2839.212750543969
FDU52,OUT046,2470.8720697527156
DRK47,OUT017,3679.708489520004
NCL30,OUT017,2136.9605612878013
