Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ36,OUT027,5174.5402425750435
FDK27,OUT045,2010.537516822479
FDW23,OUT018,604.449113974109
FDM14,OUT018,1673.0881210686837
FDM14,OUT013,1633.340036493887
FDW60,OUT018,2818.5422130286747
FDE21,OUT013,1966.9787844812229
NCM42,OUT035,1648.7281630261227
FDY59,OUT010,212.14591362921234
DRI49,OUT049,1314.8073344991967
FDT28,OUT019,334.4941313455987
FDQ22,OUT018,605.7756299621274
FDR60,OUT049,1263.8998243477927
FDC50,OUT019,240.8622763036349
FDV24,OUT013,2419.5538039369594
DRF48,OUT010,481.01211271669786
FDQ47,OUT046,602.3024391807362
DRN36,OUT049,1540.2346008835461
NCY06,OUT035,2036.865841471366
FDE52,OUT035,1391.465578200578
NCB54,OUT045,2010.1654122275274
NCF31,OUT035,2490.0662399578214
FDJ08,OUT027,5200.008591205621
NCC07,OUT017,1633.340036493887
NCD19,OUT027,1568.3637895428824
FDL46,OUT049,1999.398325021992
FDM20,OUT045,3959.346585199077
NCI06,OUT010,441.5401828226533
DRM11,OUT035,4196.500867224294
NCH07,OUT018,2466.492872911247
FDS23,OUT013,2040.186136396912
FDO49,OUT018,754.7381912995559
FDS35,OUT049,1055.8968541211368
DRK39,OUT045,1341.5455930929372
DRI39,OUT049,840.7481074497565
FDV04,OUT017,2485.8577498257555
NCN14,OUT035,3042.7229097869854
FDH08,OUT013,3854.4423970597836
FDS20,OUT046,3112.45497057749
FDV40,OUT049,1129.6635826116953
FDZ48,OUT010,236.70864620051015
FDS24,OUT027,2429.3788308151625
FDK44,OUT049,2868.898213844459
FDS48,OUT045,2520.4303944702365
FDK26,OUT010,493.6475353729243
FDD23,OUT045,3083.043442125216
NCH54,OUT017,2578.9700583913263
NCP14,OUT010,221.5842290389492
FDM60,OUT010,91.51312051658209
FDV24,OUT017,2432.9215353417612
FDH08,OUT018,3298.611858600307
FDS12,OUT027,3307.5555810513174
FDR39,OUT027,4932.234024119249
FDP12,OUT027,1110.814348302308
DRF60,OUT027,6239.1709028801415
FDC09,OUT035,1633.340036493887
FDF50,OUT018,2967.734731815607
FDG28,OUT035,4005.155217072091
NCE19,OUT017,845.458132709746
NCM53,OUT010,233.44814903637945
NCN18,OUT049,1743.9579028371966
FDF32,OUT035,3079.6235670802293
FDF11,OUT013,3983.072470826663
DRI59,OUT049,3816.970050194954
NCG54,OUT035,2805.8324938308783
FDM44,OUT046,1633.2847792824643
FDT57,OUT018,3345.155668100092
FDV24,OUT046,2442.4004078408434
FDI50,OUT019,569.164820612476
FDS09,OUT035,780.7610850421
NCC31,OUT027,3935.062655561668
FDQ07,OUT019,596.8541109981194
FDC22,OUT017,3098.3564280146406
FDZ56,OUT046,2830.77591880055
FDZ40,OUT019,163.76700400705877
FDS46,OUT027,3116.3691468745023
DRD24,OUT045,2084.3591461227797
FDV45,OUT017,3075.0432971232426
FDL26,OUT045,2546.6432460247142
FDA56,OUT018,1903.8900281068707
FDN27,OUT046,1969.0147375495287
FDM20,OUT049,3963.6901030253603
FDO16,OUT017,1341.5455930929372
FDL03,OUT035,3014.4149321211876
FDE58,OUT046,1966.0824014174696
FDI02,OUT027,3119.3823916202045
NCC55,OUT019,91.51312051658209
FDR03,OUT018,3088.2257623277164
FDB14,OUT017,1444.4090361424578
FDR45,OUT013,3958.3157406363352
NCN07,OUT017,2057.851652261856
FDM51,OUT019,252.03490459420019
FDT52,OUT027,6270.844000666743
FDL26,OUT046,2524.119521797614
NCZ42,OUT046,3950.972853003914
DRI47,OUT019,347.6998137981396
FDW40,OUT013,2109.7299986874314
FDN34,OUT046,2798.0144855370377
FDS01,OUT035,2964.8036060858904
NCG55,OUT045,1932.5873992631823
FDC11,OUT035,1363.2672389037498
FDX35,OUT018,3324.949616848547
NCB06,OUT046,2572.9215310135496
FDR09,OUT019,602.85230103064
FDC53,OUT017,1539.9994650979072
FDY45,OUT013,4134.352006880243
FDA22,OUT010,409.0330295086134
FDE02,OUT035,1514.0765371375574
FDW21,OUT045,1624.2972817644165
FDV34,OUT046,1143.0389664989468
FDS59,OUT049,1646.505176110218
NCW17,OUT017,2060.902921286231
NCK54,OUT046,1960.596473862123
FDG17,OUT019,572.8972549752276
FDG35,OUT017,2841.1155945606497
FDD08,OUT010,91.51312051658209
NCO07,OUT017,3765.5296573579444
FDJ10,OUT010,277.9052988165842
FDW36,OUT017,1635.5630234097919
FDW21,OUT010,219.2051557337574
FDY19,OUT017,1954.9007481242788
DRE03,OUT013,756.9582033392525
NCC55,OUT049,617.1427486937464
FDH52,OUT010,166.5776699716609
FDO09,OUT017,4072.9930934673407
FDU43,OUT045,3944.2711381921063
FDX09,OUT010,425.90932055263426
FDH40,OUT019,220.70107521958562
FDW58,OUT017,1633.340036493887
FDC47,OUT017,3815.2798211647023
NCR41,OUT035,1488.6101458025007
DRG49,OUT035,3981.0127889347946
FDC52,OUT027,3909.387299438912
FDY13,OUT046,1145.477166869002
FDY35,OUT013,629.878466416605
FDI35,OUT017,3103.3338391422917
NCU18,OUT049,2112.5849843920832
FDY33,OUT018,2475.775804890767
FDC15,OUT027,4046.164702895648
FDU01,OUT049,3006.1597160480164
NCU42,OUT046,2814.401161833886
NCV29,OUT018,2841.5989865475713
NCY30,OUT017,3028.863513223452
FDQ46,OUT049,1794.705427375085
FDG58,OUT027,3867.683165209559
FDK33,OUT017,3718.065326492156
NCD07,OUT045,1919.3539017457238
NCX29,OUT027,3779.0341072829247
NCT42,OUT013,2429.704231770405
DRN59,OUT035,759.7001775955413
FDI44,OUT035,1284.796509979023
FDA45,OUT049,2855.223698382532
FDP31,OUT045,1074.5028255310735
FDY01,OUT046,1951.2398500669892
FDT09,OUT018,1930.2603866218024
DRH03,OUT027,2486.5214896572397
FDA36,OUT018,2949.4545622369064
NCF31,OUT017,2458.5895838924107
FDG14,OUT049,2444.362627747527
FDG28,OUT027,6263.480160157006
FDU14,OUT049,4105.78273581318
FDY47,OUT019,296.93637549229885
FDI56,OUT049,1389.1952675573175
DRD01,OUT013,854.1847873440602
FDM22,OUT046,846.7951480468115
FDH33,OUT013,616.7380868382234
DRZ24,OUT013,1968.8053210281341
NCQ38,OUT046,1633.340036493887
FDO16,OUT027,2306.0568594437036
FDU07,OUT027,3862.640785253952
NCB07,OUT013,2990.2633109375734
FDU48,OUT045,2037.9742256191666
NCM43,OUT045,2637.0541088147584
FDR31,OUT010,355.90534998737866
DRK49,OUT018,607.0909236424893
NCI30,OUT010,609.1846088068862
DRD60,OUT017,3047.604551903633
NCG19,OUT046,3802.770192807676
FDH12,OUT035,1635.5630234097919
FDM32,OUT035,1444.4090361424578
FDM27,OUT035,2563.3870636475144
NCU53,OUT027,4177.001215330274
NCQ18,OUT046,1549.958308075487
FDS10,OUT013,2912.0973285783866
FDB33,OUT027,4128.564235244066
FDI12,OUT013,1383.4158884000417
NCW42,OUT013,3723.554988877347
NCC06,OUT018,1925.0369328055156
FDW02,OUT017,2027.7935592775386
NCD43,OUT017,1635.5630234097919
FDM57,OUT018,1339.0416109738442
FDA58,OUT017,3869.9559991386855
FDK56,OUT046,3114.9542465066606
FDP52,OUT045,3859.197898289501
FDW20,OUT018,1917.6368690814918
FDS52,OUT049,1617.5992999599516
NCT29,OUT018,1875.727409584561
NCL54,OUT013,2886.403795375503
FDC05,OUT045,3053.30411134966
FDF34,OUT035,3035.2407954803143
FDP03,OUT027,3282.639339317431
FDD32,OUT010,195.32250577486005
FDZ10,OUT045,2024.900281149714
FDZ40,OUT035,844.1169800083089
FDD51,OUT018,616.337046808628
NCY30,OUT019,434.08526895185213
FDP58,OUT017,3685.3674800823424
FDV49,OUT017,4156.823606411055
FDY24,OUT019,139.83621819010986
NCO55,OUT017,1633.340036493887
FDR13,OUT017,1946.4824844368734
FDS51,OUT017,962.839139368834
FDP26,OUT045,1635.5630234097919
NCB54,OUT027,3319.2340450069787
FDF32,OUT017,3051.4175617216038
FDN31,OUT018,3009.030328353599
DRM48,OUT017,599.3889984899412
FDN20,OUT049,2808.424288446629
DRL01,OUT046,3762.5630073958946
FDV56,OUT049,1633.340036493887
DRH13,OUT027,2575.36556373699
FDA03,OUT017,2501.85768819072
FDF47,OUT027,5740.0953055246755
FDX32,OUT046,2507.407731090825
FDX57,OUT049,1532.5723942946947
NCA30,OUT045,2993.1004227861313
FDO49,OUT013,756.9582033392525
FDL04,OUT019,252.71444785617948
DRM48,OUT035,602.3024391807362
FDR16,OUT013,3646.49188484854
NCC19,OUT018,2998.8352679284635
NCE42,OUT045,3901.7933885992443
FDY24,OUT017,845.458132709746
FDH19,OUT049,2845.7462516840737
FDJ46,OUT013,2882.740187966971
FDN45,OUT010,603.8514688763192
FDY08,OUT035,2054.49779282256
FDZ37,OUT035,1366.2355340008164
NCT30,OUT045,759.7001775955413
DRY23,OUT018,611.6046341077318
NCZ30,OUT018,1897.9765736005584
FDC44,OUT018,1816.6294867486865
FDB45,OUT035,1633.340036493887
FDY04,OUT013,2573.618911020114
FDM27,OUT046,2550.9901578296453
FDZ43,OUT017,3954.3746499532917
FDT39,OUT019,366.85952050063236
NCC06,OUT019,297.87550807019574
FDL15,OUT027,4057.2723829402657
FDL57,OUT017,4128.40877053716
FDU08,OUT046,1549.9618716440862
FDK40,OUT017,4179.031983990138
FDQ12,OUT010,582.4464394489079
FDS48,OUT017,2515.4322603116134
FDP09,OUT045,3716.6418583671243
FDW21,OUT049,1552.1812949913917
FDY25,OUT035,3070.123067979711
DRE13,OUT017,1366.8559366510226
FDV43,OUT019,91.51312051658209
FDD22,OUT045,1782.4893113128514
FDM46,OUT019,243.48511329632072
NCO30,OUT010,477.83821147299
FDM25,OUT046,2878.3822171115407
NCN41,OUT049,2037.7675597080024
FDU24,OUT045,1446.6320230583626
FDZ50,OUT046,3116.6587141518
FDP45,OUT013,4119.499321731547
NCM54,OUT045,2018.4349981416353
FDW10,OUT019,419.1901133064762
FDP20,OUT017,2042.6722400457295
FDK32,OUT046,2510.3298067961855
FDN52,OUT049,1365.1222402805852
FDM58,OUT045,1738.7661635588943
FDZ46,OUT027,3028.039354531926
NCA18,OUT018,1810.0407193402827
FDD35,OUT046,2047.8980374097428
NCK31,OUT035,759.7001775955413
FDI40,OUT027,2639.910443701416
FDT50,OUT019,244.53481437838255
NCT06,OUT046,2605.3258168295
FDT31,OUT035,2973.796646951993
FDT45,OUT049,805.8316971909684
FDT13,OUT045,3088.28107824359
FDO50,OUT045,1392.1006649364238
NCU18,OUT010,279.24097173955784
NCR54,OUT049,3085.022542724404
NCO18,OUT018,2847.535457569476
FDU09,OUT045,846.7895561393256
FDT13,OUT018,3006.6792884300144
FDE09,OUT046,1802.249626992507
NCK53,OUT019,255.31139488537855
FDG45,OUT049,3669.916552502196
DRH15,OUT035,679.792917256801
FDO21,OUT019,568.5239063449474
FDD14,OUT027,5125.723339757926
FDC09,OUT046,1633.340036493887
FDH45,OUT027,1110.814348302308
FDV32,OUT046,1086.3609845126894
FDG12,OUT035,1997.0167812414768
FDS32,OUT013,2067.3885320872996
NCL55,OUT018,3683.3883893373854
DRE01,OUT035,3922.4645251561424
DRE15,OUT049,1264.705014846973
NCL42,OUT045,3934.078270254518
FDP31,OUT013,1102.360565648809
FDN33,OUT018,1420.2804386390114
FDZ59,OUT046,2524.5187158159197
FDE45,OUT010,423.94950546406454
FDJ07,OUT013,1989.2751438641988
FDQ45,OUT018,2971.243323473388
FDM33,OUT027,5553.439985708174
FDO15,OUT010,176.2869288517555
FDM46,OUT013,1446.6320230583626
FDR03,OUT045,3367.007455151252
FDY49,OUT018,2635.8994257381883
FDQ60,OUT045,1955.9034302799464
FDW10,OUT049,2838.422907215589
FDO51,OUT049,657.4760104892239
FDJ40,OUT018,1604.700051123093
FDS20,OUT018,3016.5009759601503
FDU45,OUT013,1858.9760596724407
FDV02,OUT035,2809.9392359579424
FDN09,OUT046,3946.238168058804
NCM55,OUT027,5176.5351982602
FDN23,OUT018,2347.253913763147
FDY31,OUT010,364.32180294232865
FDW03,OUT010,220.92633429269077
FDD14,OUT046,3029.080307026238
FDV23,OUT017,2028.3867877526093
DRI03,OUT045,2891.6069306795275
FDN13,OUT035,1553.766179540123
FDF45,OUT027,1661.3919395360467
FDU46,OUT035,1365.4902258196544
FDB57,OUT049,3754.18075925125
FDV12,OUT049,1553.766179540123
FDQ58,OUT013,2441.6010841473503
NCA18,OUT017,1937.1258606417396
FDH52,OUT049,931.5123368331624
FDM24,OUT018,2329.906695083418
NCP43,OUT027,4907.14413533467
NCO18,OUT019,420.43289557771453
FDM32,OUT017,1400.0476032551012
NCL07,OUT017,607.6480823252712
FDK03,OUT013,4100.527573823152
FDP59,OUT017,1633.340036493887
FDQ24,OUT049,4111.931516060228
FDQ16,OUT018,1605.2472424959979
FDU44,OUT013,2541.0097978658
FDH28,OUT010,91.51312051658209
FDV28,OUT019,91.51312051658209
FDM22,OUT045,841.7432460471714
FDR56,OUT046,3074.5262002002796
FDV39,OUT049,3055.0154226691784
FDU37,OUT019,203.44082409882202
FDQ11,OUT010,577.8105165757922
FDX02,OUT045,3774.0721503911673
NCS42,OUT018,1420.2804386390114
FDY57,OUT027,2571.1539362545905
FDB21,OUT049,3888.053729544651
FDE28,OUT017,3839.6155953296857
FDQ55,OUT017,1963.2851449700497
FDA48,OUT049,3720.414773525706
FDZ19,OUT045,2872.4213846526477
NCC43,OUT045,3980.436634114384
NCV18,OUT046,1343.3635191968515
NCA42,OUT018,2441.937896970851
FDY45,OUT046,4109.2020956735005
NCC30,OUT045,2956.397457898484
FDM57,OUT013,1379.4290815580762
FDL09,OUT010,405.38756063347705
FDB09,OUT027,3296.854939160486
FDT44,OUT035,1984.8430011193484
NCT06,OUT027,4249.705202612965
FDX26,OUT049,3121.569158834692
FDK32,OUT013,2501.9595153522428
DRA12,OUT046,2124.447741805409
FDO46,OUT010,492.08437453793687
FDE52,OUT013,1383.4158884000417
NCH42,OUT045,3855.9063256281115
FDV08,OUT035,624.2982688273692
FDB47,OUT018,3335.844126399103
FDC28,OUT010,234.62682530844762
FDD22,OUT046,1951.2398500669892
FDS07,OUT027,3114.7834676722514
DRI13,OUT045,3679.4221576868904
FDG32,OUT018,3297.286879484188
FDU14,OUT017,4084.7050553679624
FDD28,OUT019,166.812706700066
NCP41,OUT017,1646.505176110218
FDS08,OUT049,2876.421158068485
FDX47,OUT045,2502.3928230069687
FDC53,OUT019,251.53040542735332
FDQ19,OUT035,4025.377319972312
FDL14,OUT045,2478.762617537008
FDM33,OUT019,599.5306266756304
FDA51,OUT045,1916.4264315409582
FDZ27,OUT018,754.7381912995559
FDT04,OUT046,619.7845583621267
DRC13,OUT049,2036.3261805010811
FDR16,OUT027,5556.849568926602
FDQ03,OUT027,6218.870161130917
FDE38,OUT035,2730.0328425986827
DRH23,OUT027,1600.2086886192483
FDT11,OUT019,492.90200170199694
FDD09,OUT035,3022.8988876203744
FDR40,OUT045,1338.7423684661635
FDX07,OUT017,3034.4759808437566
FDR07,OUT035,1537.7764781820024
FDA51,OUT017,1934.198390436974
FDT59,OUT019,584.5877564854212
FDF20,OUT017,3086.224231533049
FDR13,OUT045,1924.3472575245614
FDY26,OUT049,3763.964952066327
FDW04,OUT017,2038.1381367561123
FDK52,OUT017,3807.9201721925942
FDN60,OUT049,2554.1846292399687
FDM09,OUT019,411.1325960273428
FDP46,OUT049,1365.5482967904
FDB50,OUT019,202.5600983747551
NCQ29,OUT049,4048.3023576771507
FDP16,OUT027,6259.898625548936
FDX33,OUT018,2429.475198333128
FDP07,OUT010,509.90513507428346
FDN22,OUT046,3981.402368112285
FDF39,OUT049,4219.085900855231
FDS21,OUT017,946.4940721045631
NCM42,OUT013,1635.5630234097919
FDK50,OUT019,405.86992313390454
DRF13,OUT027,3914.6508385489847
FDH35,OUT018,2508.9536981119695
FDP60,OUT018,1523.0822935880135
DRJ49,OUT027,3319.2340450069787
NCT42,OUT019,366.6542521656873
FDE38,OUT049,2708.2283476693865
FDI04,OUT049,3104.539681372169
NCH54,OUT045,2560.654246941119
FDT56,OUT049,861.5553017530214
DRD15,OUT018,3277.767535989561
FDV58,OUT013,3006.2202257220106
FDP21,OUT049,3139.5166482660993
FDH05,OUT013,3769.588574340808
FDR10,OUT027,4213.389174022767
NCP06,OUT045,2511.683954625905
FDF33,OUT049,1635.5630234097919
DRK37,OUT013,3085.5317695007425
DRH49,OUT045,1337.3498247592015
FDT58,OUT013,2691.811815051742
FDD41,OUT018,1601.1056790847008
FDP40,OUT018,1677.8817154828146
FDM51,OUT027,2551.347408618951
FDO45,OUT010,199.82921438843798
FDW33,OUT010,222.48810047587043
FDY24,OUT045,844.1169800083089
FDB10,OUT010,588.3598505552018
FDM40,OUT035,2102.7031513599827
NCI06,OUT017,3056.6431719503785
FDW12,OUT019,325.18212826549717
FDX48,OUT027,4068.6182709052587
NCW05,OUT027,2638.4191578624286
FDX27,OUT017,1509.6359455657014
DRM37,OUT045,3047.033633481825
FDA38,OUT045,3961.7543767212246
FDR36,OUT046,618.4692646817648
FDZ45,OUT046,3080.252838915225
FDG05,OUT017,2512.03550489717
FDK28,OUT013,4194.122614206423
FDV47,OUT045,1361.5690901243097
FDN21,OUT045,2569.40031803008
FDP20,OUT027,3331.6449487561367
FDI35,OUT045,3082.7459960760607
DRY23,OUT013,620.1185970179263
FDA56,OUT017,2036.7700322860394
FDB09,OUT013,2029.2601754203922
NCO26,OUT027,3124.8221596034277
FDQ49,OUT018,2456.9139880755056
FDI52,OUT027,3282.8843646233045
FDZ44,OUT027,3109.7743992373503
FDZ09,OUT018,2508.525012374351
FDY03,OUT049,1956.3540693042037
NCG42,OUT017,2052.1846770690963
DRI13,OUT027,5570.837119971212
FDQ32,OUT013,2042.0905698128743
FDW16,OUT035,1392.1006649364238
FDU27,OUT046,759.7001775955413
FDR28,OUT010,408.4544319001195
FDQ49,OUT010,369.4880428802249
FDS37,OUT046,1953.3057356410613
FDW26,OUT018,3278.8641953855877
FDX12,OUT018,3468.780700147349
NCP06,OUT013,2489.7435011011326
FDW45,OUT010,348.6405247155101
NCN30,OUT049,1486.3398351592405
FDN24,OUT049,805.8316971909684
NCL41,OUT027,1110.814348302308
FDR02,OUT019,270.49905602369597
FDD09,OUT010,442.91630738183784
FDS33,OUT010,199.7098773920829
FDU22,OUT045,1983.9873082328018
FDI53,OUT013,2493.4769794050544
DRH01,OUT049,2877.6743613505923
FDX32,OUT013,2123.2066188092563
NCP30,OUT018,605.7756299621274
FDB60,OUT045,3065.6363884668185
FDB14,OUT049,1442.1387254991976
NCP02,OUT035,846.7895561393256
FDJ10,OUT017,2051.5703226177943
FDG34,OUT046,1740.6568556898585
NCB18,OUT017,1365.1695640079406
FDM16,OUT049,1123.1110324206695
FDW25,OUT018,1343.928571444459
FDB35,OUT010,209.11663120154398
DRN11,OUT013,2143.3848597346237
FDF41,OUT019,583.9962825587583
FDH16,OUT045,1371.1692668075066
NCQ50,OUT018,3194.660756874379
DRH23,OUT018,836.615481429565
DRJ37,OUT013,2434.8368616455195
DRJ24,OUT027,5200.008591205621
FDY16,OUT035,3062.1963750249047
FDQ27,OUT045,1635.5630234097919
FDZ33,OUT045,2457.87824572027
FDF29,OUT045,2051.8908071748847
FDA08,OUT049,2559.376025284404
FDG31,OUT046,1060.3074699788651
FDE34,OUT019,455.343889020122
NCR30,OUT027,1777.0488357007132
FDV33,OUT035,4187.882340530803
DRZ24,OUT018,1867.1104778875495
NCL54,OUT035,2907.9083169832143
FDR12,OUT049,2906.8012760558668
NCC54,OUT046,3853.92970410757
DRN59,OUT013,756.9582033392525
FDX50,OUT019,273.3099116881808
FDV31,OUT027,4946.317569992414
NCA29,OUT027,4680.030486882639
FDW60,OUT049,2925.1822973684866
FDX08,OUT017,3117.1583800230333
DRD49,OUT013,3852.5986434595943
FDD33,OUT046,3775.869689430098
FDW35,OUT013,616.7380868382234
FDJ36,OUT017,1633.340036493887
FDV51,OUT035,2695.0523875095546
FDW36,OUT046,1635.5630234097919
FDH35,OUT046,2596.6448334028128
NCS30,OUT027,3320.702897694687
FDN49,OUT017,614.2293080029515
FDL08,OUT018,3462.7399449312675
FDI09,OUT013,3861.689538557789
FDP19,OUT018,1898.40888705461
FDU21,OUT010,91.51312051658209
NCP41,OUT045,1633.340036493887
FDY10,OUT013,1888.3646105606836
FDP12,OUT018,589.6088044610989
NCN26,OUT049,1953.1072833444207
FDK44,OUT013,2852.6641034679324
FDC28,OUT049,1648.7281630261227
FDJ41,OUT027,6270.975457946956
NCT29,OUT035,2024.393139377594
NCH42,OUT019,572.7761907717457
FDU60,OUT018,2601.312704204541
FDS02,OUT045,3077.76858494841
FDC51,OUT046,2050.8840217112893
FDU03,OUT013,3034.982177370743
FDX39,OUT045,3761.345568871804
NCY05,OUT010,91.51312051658209
NCL06,OUT027,6228.133500945878
FDD32,OUT035,1279.282662117909
NCN41,OUT045,2009.0075338881431
NCX53,OUT049,2134.232924511298
FDU57,OUT019,354.7447894953753
FDQ23,OUT046,1635.5630234097919
FDQ52,OUT045,4017.4753835860047
FDC14,OUT045,618.4692646817648
FDY09,OUT035,2937.5915909607843
FDQ28,OUT045,2552.7816385227334
FDV25,OUT046,3772.0069166942835
FDJ07,OUT035,1954.6682132730386
DRB25,OUT049,1635.5630234097919
FDK52,OUT019,603.5003974529009
FDY52,OUT027,1740.8466738778634
FDB28,OUT046,3065.5830477667423
FDT36,OUT035,602.3024391807362
FDV25,OUT017,3819.569264154966
NCN07,OUT027,3344.792265399506
FDC57,OUT017,3016.366293207339
FDQ03,OUT018,3386.511538007941
FDU23,OUT017,2758.3181420879164
NCX41,OUT035,3718.037116750063
NCD06,OUT035,759.7001775955413
FDW08,OUT045,1635.5630234097919
NCU29,OUT017,2460.4191818549357
NCE06,OUT013,2477.608381983527
FDV52,OUT010,267.5055251248052
FDB02,OUT017,2911.8158452460207
NCR18,OUT045,627.678779007072
FDK16,OUT049,1488.5628220751453
NCQ29,OUT010,587.2849558363552
FDZ01,OUT019,253.00649145961017
FDW27,OUT035,2512.6132050900774
FDD17,OUT018,3387.1391347852395
FDW39,OUT013,2880.6054919470403
DRH59,OUT045,1107.0252892107787
FDS52,OUT013,1635.5630234097919
FDU40,OUT027,5522.6541905362965
NCF54,OUT013,2848.3106444029345
FDH46,OUT045,1635.5630234097919
NCP14,OUT049,1635.5630234097919
FDH50,OUT049,3145.272756936272
DRF15,OUT010,362.9020515596991
FDV27,OUT027,2380.1462616321946
NCJ06,OUT049,2026.2978552473649
FDN02,OUT018,3145.8300363988674
FDQ51,OUT049,759.7001775955413
FDQ07,OUT017,3769.991681954771
FDS45,OUT049,1635.5630234097919
NCJ06,OUT045,2015.3290050502173
FDD36,OUT035,1964.6624286847998
FDY25,OUT045,3096.5705369568022
FDU52,OUT046,2464.537099650791
DRK47,OUT017,3860.991789670239
NCL30,OUT017,2042.6722400457295
FDN22,OUT035,4043.1695320801855
NCF30,OUT027,3319.9664848004754
FDK03,OUT035,4163.567893764505
FDT45,OUT017,845.458132709746
NCC54,OUT027,6199.702775397658
FDP08,OUT018,2907.088171865199
